"Commune","Année","Semestre","Trimestre","Type de bâtiment","Superficie du terrain","Nombre de ventes","Prix médian","1er quartile du prix","3ème quartile du prix"
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",14,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",6,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",1,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",1,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",2,,,
"Bruxelles","2021","1er semestre 2021",,"Appartements","Superficie inconnue",689,243000,185000,350000
"Bruxelles","2021","1er semestre 2021",,"Appartements","0-99m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Appartements","100-299m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Appartements","300-599m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Appartements","600-999m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Appartements","1000-1499m²",,,,
"Bruxelles","2021","1er semestre 2021",,"Appartements",">=1500m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",9,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",30,321750,260000,550000
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",91,377000,319000,499000
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",15,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",1,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",1,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",1,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",1,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",1,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Appartements","Superficie inconnue",711,253750,190000,365000
"Bruxelles","2021","2ème semestre 2021",,"Appartements","0-99m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Appartements","100-299m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Appartements","300-599m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Appartements","600-999m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Appartements","1000-1499m²",,,,
"Bruxelles","2021","2ème semestre 2021",,"Appartements",">=1500m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",5,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",10,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",33,381835,300000,500000
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",7,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",2,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",1,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",1,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements","Superficie inconnue",342,261000,183750,366000
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements","0-99m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements","100-299m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements","300-599m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements","600-999m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements","1000-1499m²",,,,
"Bruxelles","2022","1er semestre 2022","1er trimestre 2022","Appartements",">=1500m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",6,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",25,430000,332500,625000
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",2,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",1,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Appartements","Superficie inconnue",221,180000,130000,257737.5
"Etterbeek","2010","1er semestre 2010",,"Appartements","0-99m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Appartements","100-299m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Appartements","300-599m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Appartements","600-999m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Appartements","1000-1499m²",,,,
"Etterbeek","2010","1er semestre 2010",,"Appartements",">=1500m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",13,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",18,477500,380500,600000
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",1,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Appartements","Superficie inconnue",203,175000,117000,250000
"Etterbeek","2010","2ème semestre 2010",,"Appartements","0-99m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Appartements","100-299m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Appartements","300-599m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Appartements","600-999m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Appartements","1000-1499m²",,,,
"Etterbeek","2010","2ème semestre 2010",,"Appartements",">=1500m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",1,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",8,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",19,472500,405000,660000
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",1,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Appartements","Superficie inconnue",211,164900,125000,223000
"Etterbeek","2011","1er semestre 2011",,"Appartements","0-99m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Appartements","100-299m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Appartements","300-599m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Appartements","600-999m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Appartements","1000-1499m²",,,,
"Etterbeek","2011","1er semestre 2011",,"Appartements",">=1500m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",2,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",12,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",19,442000,340000,517000
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",3,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",1,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Appartements","Superficie inconnue",172,190000,150750,260000
"Etterbeek","2011","2ème semestre 2011",,"Appartements","0-99m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Appartements","100-299m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Appartements","300-599m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Appartements","600-999m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Appartements","1000-1499m²",,,,
"Etterbeek","2011","2ème semestre 2011",,"Appartements",">=1500m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",8,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",20,487500,395500,717500
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",2,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Appartements","Superficie inconnue",187,195000,150000,260000
"Etterbeek","2012","1er semestre 2012",,"Appartements","0-99m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Appartements","100-299m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Appartements","300-599m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Appartements","600-999m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Appartements","1000-1499m²",,,,
"Etterbeek","2012","1er semestre 2012",,"Appartements",">=1500m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",2,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",9,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",18,438500,330000,535000
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Appartements","Superficie inconnue",199,194000,145000,245000
"Etterbeek","2012","2ème semestre 2012",,"Appartements","0-99m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Appartements","100-299m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Appartements","300-599m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Appartements","600-999m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Appartements","1000-1499m²",,,,
"Etterbeek","2012","2ème semestre 2012",,"Appartements",">=1500m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",1,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",4,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",21,478000,347000,570000
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",5,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Appartements","Superficie inconnue",198,220000,155000,299250
"Etterbeek","2013","1er semestre 2013",,"Appartements","0-99m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Appartements","100-299m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Appartements","300-599m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Appartements","600-999m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Appartements","1000-1499m²",,,,
"Etterbeek","2013","1er semestre 2013",,"Appartements",">=1500m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",11,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",23,499000,380000,620000
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",2,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",1,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Appartements","Superficie inconnue",190,200000,147000,255000
"Etterbeek","2013","2ème semestre 2013",,"Appartements","0-99m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Appartements","100-299m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Appartements","300-599m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Appartements","600-999m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Appartements","1000-1499m²",,,,
"Etterbeek","2013","2ème semestre 2013",,"Appartements",">=1500m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",1,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",11,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",22,430000,340000,490000
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","600-999m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","1000-1499m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",">=1500m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)","Superficie inconnue",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)","0-99m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)","100-299m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)","300-599m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)","600-999m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)","1000-1499m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Maisons avec 4 ou plus de façades (type ouvert)",">=1500m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Appartements","Superficie inconnue",162,202500,154000,285000
"Etterbeek","2014","1er semestre 2014",,"Appartements","0-99m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Appartements","100-299m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Appartements","300-599m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Appartements","600-999m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Appartements","1000-1499m²",,,,
"Etterbeek","2014","1er semestre 2014",,"Appartements",">=1500m²",,,,
"Etterbeek","2014","2ème semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","Superficie inconnue",1,,,
"Etterbeek","2014","2ème semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","0-99m²",9,,,
"Etterbeek","2014","2ème semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","100-299m²",19,466703,405000,680000
"Etterbeek","2014","2ème semestre 2014",,"Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)","300-599m²",5,,,
