"MIRCCO_AREA","Région","MIRCCO_SECTOR","Secteur","MIRCCO_INSTRUMENT","Instrument","MIRCCO_MATURITY","Maturité","FREQUENCY","Fréquence","TIME","Temps","Value","Flag Codes","Flags"
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-07","2013M7",2.08,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-08","2013M8",2.06,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-09","2013M9",2.07,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-10","2013M10",2.13,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-08","2014M8",2.07,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-09","2014M9",1.95,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-10","2014M10",1.91,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-11","2014M11",1.89,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-08","2015M8",1.81,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-09","2015M9",1.83,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-10","2015M10",1.82,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-11","2015M11",1.79,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-12","2015M12",1.77,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-09","2016M9",1.73,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-10","2016M10",1.71,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-11","2016M11",1.69,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-12","2016M12",1.67,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-10","2017M10",1.65,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-11","2017M11",1.64,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-12","2017M12",1.61,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-01","2009M1",4.08,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-02","2009M2",3.74,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-03","2009M3",3.44,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2009-12","2009M12",2.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-01","2010M1",2.45,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-02","2010M2",2.44,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-03","2010M3",2.42,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2010-04","2010M4",2.4,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-01","2011M1",2.67,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-02","2011M2",2.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-03","2011M3",2.75,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2011-04","2011M4",2.96,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-02","2012M2",2.38,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-03","2012M3",2.5,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-04","2012M4",2.41,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2012-05","2012M5",2.21,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-03","2013M3",2,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-04","2013M4",2,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-05","2013M5",1.99,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2013-06","2013M6",2.04,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-03","2014M3",2.24,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-04","2014M4",2.25,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-05","2014M5",2.26,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-06","2014M6",2.14,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2014-07","2014M7",2.09,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-04","2015M4",1.83,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-05","2015M5",1.82,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-06","2015M6",1.83,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2015-07","2015M7",1.85,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-05","2016M5",1.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2016-06","2016M6",1.72,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2017-05","2017M5",1.65,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-02","2018M2",1.62,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-03","2018M3",1.61,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-04","2018M4",1.57,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2018-05","2018M5",1.61,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-03","2019M3",1.59,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-04","2019M4",1.55,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-05","2019M5",1.57,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2019-06","2019M6",1.58,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-04","2020M4",1.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-05","2020M5",1.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-06","2020M6",1.57,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2020-07","2020M7",1.56,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-04","2021M4",1.54,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-05","2021M5",1.57,,
"BE","Belgique","2240","Sociétés non financières","A2A_0","Inférieur à 1 million d'euros","A_F","Taux variable et fixation initiale du taux d'une durée inférieure à 1 an","M","Mensuelle","2021-06","2021M6",1.56,,
